1130	92	5000
1131	28	0
1131	64	3300
1132	1	0
1132	18	6000
1132	412	2000
1132	54	0
1132	72	0
1132	90	0
1133	114	10000
1133	150	10000
1133	26	5000
1133	44	10000
1133	62	7500
1133	80	5000
1134	113	0
1134	267	10000
1134	34	10000
1134	89	3700
1135	24	0
1135	266	0
1135	60	7500
1135	79	0
1136	111	5000
1136	14	6600
1136	32	8000
1137	110	0
1137	22	5000
1137	40	0
1137	59	10000
1137	77	0
1138	12	10000
1138	67	3300
1138	85	10000
1139	127	5000
1139	20	5000
1139	39	10000
1139	75	5000
1140	107	6600
1140	143	0
1140	161	10000
1140	19	5000
1140	37	10000
1140	55	10000
1140	91	0
1141	106	5000
1141	45	3300
1141	63	0
1141	81	8000
1142	105	6600
1142	17	1600
1142	222	6600
1142	35	5000
1142	53	6000
1143	122	10000
1143	25	0
1143	61	0
1143	9	10000
1143	98	10000
1144	103	8000
1144	121	0
1144	15	2000
1144	33	3300
1144	51	1200
1144	8	10000
1145	102	10000
1145	120	10000
1145	157	7500
1145	201	6600
1145	23	4000
1145	238	6600
1145	41	10000
1145	7	0
1145	78	10000
1145	96	10000
1146	13	0
1146	86	6600
1147	119	0
1147	21	5700
1147	236	3000
1147	254	5000
1147	5	6600
1147	58	10000
1147	76	6000
1148	11	6000
1148	4	5000
1148	84	10000
1149	117	10000
1149	38	0
1149	56	10000
1149	74	6600
1149	92	5000
1150	1	10000
1150	133	7500
1150	18	5400
1150	36	0
1150	412	4200
1150	54	10000
1151	44	0
1151	62	0
1151	80	5000
1151	99	10000
1152	113	0
1152	131	0
1152	16	5000
1152	267	0
1152	89	6200
1153	112	3300
1153	24	10000
1153	266	10000
1153	42	10000
1153	60	3300
1153	79	3300
1154	111	10000
1154	14	0
1154	32	10000
1154	50	5000
1154	69	0
1155	110	3300
1155	40	10000
1155	77	10000
1156	12	5000
1156	30	10000
1156	67	5000
1157	39	10000
1157	57	10000
1158	10	0
1158	29	5000
1159	107	2500
1159	143	10000
1159	161	5000
1159	19	10000
1159	37	3300
1159	55	3700
1159	91	6600
1160	105	10000
1160	17	5000
1160	222	3700
1160	35	10000
1160	53	6600
1161	25	1400
1161	61	6600
1161	9	6600
1162	103	10000
1162	121	6000
1162	15	10000
1162	33	10000
1162	51	10000
1163	102	5000
1163	120	10000
1163	157	2000
1163	201	6000
1163	41	6600
1163	7	6600
1163	78	0
1164	13	0
1164	31	5000
1164	86	3300
1165	119	2500
1165	21	10000
1165	236	7100
1165	254	8000
1165	5	4200
1165	58	0
1165	76	6000
1166	11	6000
1166	154	10000
1166	4	10000
1166	84	5000
1167	117	3300
1167	3	0
1167	74	5000
1167	92	5000
1168	134	6600
1168	2	0
1168	28	0
1168	64	6600
1168	82	0
1169	1	3300
1169	115	3300
1169	133	5000
1169	18	4000
1169	36	3300
1169	412	7500
1169	54	10000
1169	90	10000
1170	113	0
1170	131	0
1170	16	0
1170	89	5000
1171	24	5000
1171	266	0
1171	42	5000
1171	60	10000
1171	79	0
1172	111	5000
1172	32	10000
1173	110	5000
1173	22	7100
1173	59	10000
1173	77	10000
1174	12	7500
1174	30	0
1174	67	5700
1174	85	0
1175	127	0
1175	20	10000
1175	39	10000
1175	57	4000
1175	75	10000
1176	126	10000
1176	29	10000
1177	107	3300
1177	143	10000
1177	19	8000
1177	37	5700
1177	55	5000
1177	91	10000
1178	27	10000
1178	45	0
1178	81	5000
1179	105	6600
1179	222	8000
1179	35	10000
1179	53	5000
1180	103	0
1180	121	5000
1180	51	0
1180	8	2500
1181	102	6600
1181	120	5000
1181	157	2000
1181	201	6600
1181	23	10000
1181	238	10000
1181	7	10000
1181	78	5000
1181	96	0
1182	101	0
1182	13	5000
1182	31	2500
1182	86	0
1183	21	10000
1183	236	3300
1183	254	6600
1183	5	0
1184	11	4500
1184	154	0
1184	4	0
1184	84	5000
1185	117	10000
1185	38	5000
1185	56	0
1185	74	10000
1185	92	5000
1186	134	10000
1186	2	0
1186	28	0
1186	64	4000
1186	82	0
1187	115	0
1187	133	5000
1187	18	0
1187	36	10000
1187	412	5000
1187	72	0
1188	114	0
1188	26	5000
1188	44	10000
1188	62	0
1188	80	10000
1188	99	10000
1189	131	0
1189	16	0
1189	267	10000
1189	89	2500
1190	111	10000
1190	32	5000
1190	50	6600
1190	69	5000
1191	110	3300
1191	22	0
1191	40	5000
1191	59	0
1191	77	10000
1192	12	0
1192	30	10000
1192	67	3000
1193	20	0
1193	57	6600
1193	75	0
1194	10	5000
1194	29	0
1195	107	0
1195	143	10000
1195	161	0
1195	19	10000
1195	37	6600
1195	55	5700
1195	91	5000
1196	106	5000
1196	45	6600
1196	63	0
1196	81	4400
1197	105	0
1197	17	5000
1197	222	6600
1197	35	0
1197	53	5700
1198	104	0
1198	122	4000
1198	25	7500
1198	61	5000
1198	9	5000
1199	103	6600
1199	121	10000
1199	51	4200
1199	8	5000
1200	117	5500
1200	12	10000
1200	30	5000
1200	67	3000
1200	85	10000
1201	134	5000
1201	20	10000
1201	39	10000
1201	57	6600
1201	75	5000
1202	10	10000
1202	115	0
1202	29	0
1202	412	0
1202	83	10000
1203	114	0
1203	150	0
1203	19	4000
1203	37	5000
1203	55	5000
1203	91	5000
1204	113	5000
1204	131	0
1204	267	2500
1204	45	0
1204	63	6600
1204	81	4200
1205	112	0
1205	17	6000
1205	266	2500
1205	35	10000
1205	53	5000
1206	111	5000
1206	25	3300
1206	43	10000
1206	61	4000
1206	9	6000
1206	98	5000
1207	110	0
1207	15	5000
1207	33	5000
1207	51	3000
1207	8	0
1208	23	10000
1208	41	5000
1208	7	8000
1208	96	5000
1209	127	0
1209	13	2500
1209	31	3300
1209	6	0
1209	86	5000
1210	107	8000
1210	11	4200
1210	143	5000
1210	161	5000
1210	4	2800
1210	48	3300
1210	84	4000
1211	106	0
1211	38	5000
1211	56	3300
1211	74	6600
1211	92	3300
1212	105	4000
1212	2	10000
1212	222	5000
1212	28	3300
1212	64	2800
1212	82	5000
1213	1	6000
1213	104	7500
1213	122	3300
1213	18	5500
1213	54	0
1213	72	10000
1213	90	0
1214	103	6000
1214	121	5000
1214	26	0
1214	44	0
1214	62	0
1214	80	10000
1214	99	4400
1215	120	3300
1215	157	2000
1215	201	10000
1215	238	0
1215	89	7000
1216	101	5000
1216	24	6600
1216	42	10000
1216	60	5000
1216	79	10000
1217	119	10000
1217	236	6600
1217	254	6000
1217	32	5000
1217	50	0
1218	22	6600
1218	40	7500
1218	59	7500
1218	77	4200
1219	117	8300
1219	12	0
1219	30	10000
1219	67	6000
1219	85	10000
1220	10	6600
1220	115	5000
1220	133	0
1220	29	0
1220	412	5000
1221	114	2000
1221	150	7500
1221	19	4000
1221	37	2500
1221	55	2500
1221	91	10000
1222	113	10000
1222	131	0
1222	267	0
1222	27	10000
1222	45	0
1222	63	0
1223	112	10000
1223	17	0
1223	35	6000
1223	53	6000
1224	111	6600
1224	25	4400
1224	43	0
1224	61	5000
1224	9	10000
1225	110	5000
1225	15	5000
1225	33	5000
1225	51	6600
1226	23	2500
1226	41	3300
1226	7	10000
1226	78	0
1226	96	10000
1227	127	10000
1227	13	5000
1227	31	10000
1227	86	10000
1228	126	5000
1228	21	5000
1228	5	0
1228	58	5000
1228	76	3700
1229	107	0
1229	11	10000
1229	143	10000
1229	161	6000
1229	4	0
1229	84	1600
1230	105	2500
1230	2	10000
1230	222	2500
1230	28	5000
1230	64	3300
1230	82	3300
1231	1	5000
1231	104	6600
1231	122	6600
1231	18	3300
1231	54	5000
1231	90	5000
1232	103	7500
1232	121	5000
1232	26	0
1232	62	10000
1232	80	4200
1232	99	10000
1233	102	0
1233	120	6600
1233	157	0
1233	16	10000
1233	201	0
1233	238	0
1233	89	1400
1234	101	10000
1234	24	5000
1234	42	5000
1234	60	3300
1234	79	5000
1235	119	6600
1235	14	0
1235	236	5700
1235	254	10000
1235	32	3300
1235	50	0
1235	69	3300
1236	22	5000
1236	40	3300
1236	59	0
1236	77	3300
1237	117	3300
1237	12	5000
1237	67	5000
1237	85	10000
1238	134	6600
1238	20	0
1238	39	0
1238	57	6000
1238	75	7500
1239	10	8000
1239	115	6600
1239	133	0
1239	29	10000
1239	412	5000
1240	131	0
1240	267	3300
1240	27	0
1240	45	0
1240	63	10000
1240	81	3300
1241	17	6600
1241	266	10000
1241	35	0
1241	53	6600
1242	111	10000
1242	25	5400
1242	43	5000
1242	61	2800
1242	9	6600
1242	98	5000
1243	110	5000
1243	15	0
1243	33	10000
1243	51	7100
1243	8	0
1244	23	3300
1244	41	5000
1244	7	10000
1244	96	5000
1245	13	8000
1245	31	0
1245	6	0
1245	68	6600
1245	86	0
1246	21	3300
1246	5	8000
1246	58	4000
1246	76	5000
1247	11	5000
1247	143	0
1247	4	6600
1247	48	5000
1247	84	8000
1248	106	0
1248	3	0
1248	38	10000
1248	56	3300
1248	92	6600
1249	105	2500
1249	2	5000
1249	222	4500
1249	64	3300
1250	103	2000
1250	121	0
1250	26	6600
1250	44	0
1250	62	0
1250	80	0
1250	99	5000
1251	102	0
1251	120	3300
1251	157	5000
1251	16	0
1251	201	7500
1251	238	1600
1251	34	5000
1251	89	6300
1252	101	5000
1252	24	5000
1252	42	0
1252	60	5000
1252	79	3300
1253	119	10000
1253	14	0
1253	236	5700
1253	254	5700
1253	32	7500
1253	69	10000
1254	154	0
1254	22	6000
1254	40	5000
1254	59	7500
1254	77	6600
1255	117	5000
1255	12	3300
1255	30	10000
1255	67	7000
1256	134	2500
1256	20	10000
1256	39	3300
1256	57	2500
1256	75	5000
1257	10	10000
1257	115	5000
1257	133	10000
1257	29	0
1257	412	4400
1258	114	10000
1258	150	0
1258	19	5700
1258	37	10000
1258	55	8500
1259	113	5000
1259	131	2500
1259	267	5000
1259	27	10000
1259	45	4000
1259	63	0
1259	81	3300
1260	111	5000
1260	25	4200
1260	43	3300
1260	61	0
1260	9	5000
1260	98	10000
1261	110	0
1261	15	5000
1261	33	0
1261	51	4000
1261	8	0
1262	23	10000
1262	41	0
1262	7	0
1262	96	3300
1263	127	10000
1263	13	0
1263	6	0
1263	86	10000
1264	126	0
1264	21	10000
1264	5	6600
1264	58	0
1264	76	6000
1265	107	0
1265	11	8000
1265	143	10000
1265	161	5000
1265	4	10000
1265	48	3300
1265	84	2500
1266	106	10000
1266	3	0
1266	38	0
1266	56	0
1266	74	5000
1266	92	5000
1267	105	7500
1267	2	10000
1267	222	6600
1267	28	4000
1267	64	4000
1267	82	10000
1268	1	2500
1268	104	4000
1268	122	0
1268	18	2800
1268	36	5000
1268	54	5000
1268	72	0
1268	90	0
1269	103	6600
1269	121	6600
1269	26	5000
1269	62	6000
1269	80	10000
1269	99	3300
1270	24	3300
1270	42	0
1270	60	7500
1270	79	10000
1271	119	0
1271	236	4000
1271	254	6600
1271	32	3300
1271	50	10000
1272	154	0
1272	22	3300
1272	40	6000
1272	59	0
1272	77	6600
1273	117	0
1273	12	10000
1273	30	10000
1273	67	6600
1274	134	7100
1274	20	0
1274	39	5000
1274	75	5000
1275	10	7500
1275	115	7500
1275	133	5000
1275	29	0
1275	412	5000
1275	83	10000
1276	114	10000
1276	150	7500
1276	19	2500
1276	37	7100
1276	55	6600
1276	91	3300
1277	113	6600
1277	131	5000
1277	267	6000
1277	27	10000
1277	45	0
1277	63	0
1277	81	2000
1278	112	10000
1278	17	6600
1278	266	10000
1278	35	2500
1278	53	6000
1279	25	6600
1279	43	6600
1279	61	6000
1279	9	0
1279	98	10000
1280	23	10000
1280	41	0
1280	7	0
1280	78	0
1280	96	5000
1281	127	0
1281	13	7500
1281	31	5000
1281	68	0
1281	86	5000
1282	126	10000
1282	21	2500
1282	5	6000
1282	58	0
1282	76	7500
1283	107	4200
1283	11	4000
1283	143	5000
1283	161	10000
1283	4	5000
1283	48	0
1283	84	7500
1284	106	6600
1284	56	5000
1284	74	0
1284	92	6000
1285	105	5000
1285	2	0
1285	222	4000
1285	28	8000
1285	64	2500
1285	82	0
1286	1	7500
1286	104	6600
1286	122	8300
1286	18	6300
1286	36	10000
1286	54	8300
1286	72	0
1286	90	0
1287	103	5000
1287	121	0
1287	26	10000
1287	62	5000
1287	80	6600
1287	99	3300
1288	102	6000
1288	120	5000
1288	157	5000
1288	16	3300
1288	201	8300
1288	238	6200
1288	89	2300
1289	101	10000
1289	24	2000
1289	42	7500
1289	60	0
1290	154	6600
1290	22	3300
1290	40	10000
1290	59	6600
1290	77	4200
1291	117	1600
1291	12	3300
1291	30	0
1291	67	4400
1291	85	5000
1292	134	5000
1292	20	3300
1292	39	6600
1292	57	3300
1292	75	10000
1293	10	5000
1293	115	6000
1293	133	10000
1293	29	5000
1293	412	5000
1294	114	10000
1294	150	10000
1294	19	3300
1294	37	6600
1294	55	3300
1295	131	10000
1295	267	5000
1295	45	5000
1295	63	10000
1295	81	3300
1296	112	10000
1296	17	2800
1296	266	10000
1296	35	5000
1296	53	3600
1297	111	2500
1297	25	5800
1297	43	0
1297	61	2500
1297	9	6600
1297	98	3300
1298	110	6600
1298	15	4000
1298	33	5000
1298	51	1000
1298	8	0
1299	23	10000
1299	7	0
1299	78	5000
1299	96	10000
1300	134	2500
1300	20	0
1300	39	6000
1300	57	0
1300	75	0
1301	10	6600
1301	115	0
1301	133	4000
1301	29	5000
1301	412	5600
1301	83	6600
1302	114	0
1302	150	3300
1302	19	8000
1302	37	2000
1302	55	10000
1302	91	2500
1303	113	5000
1303	131	3300
1303	267	4200
1303	27	10000
1303	45	3300
1303	63	10000
1303	81	3300
1304	17	2500
1304	266	0
1304	35	3300
1304	53	0
1305	111	5000
1305	25	6600
1305	43	0
1305	61	3300
1305	9	0
1306	110	0
1306	33	5000
1306	51	6200
1306	8	0
1307	23	5000
1307	78	10000
1307	96	5000
1308	127	10000
1308	13	6600
1308	31	0
1308	6	0
1308	86	7500
1309	126	2000
1309	21	7100
1309	5	4200
1309	58	6600
1309	76	2500
1310	106	6600
1310	38	7500
1310	56	6600
1310	92	10000
1311	105	4200
1311	222	4600
1311	64	4400
1311	82	10000
1312	1	4200
1312	104	4200
1312	122	6600
1312	18	4600
1312	36	5000
1312	54	3300
1312	72	0
1312	90	0
1313	103	3300
1313	121	5000
1313	26	6600
1313	44	0
1313	62	6600
1313	80	5000
1313	99	2000
1314	102	3300
1314	120	3300
1314	157	6000
1314	16	5000
1314	201	2000
1314	238	4400
1314	34	5000
1314	89	6300
1315	101	5000
1315	24	6600
1315	42	3300
1315	60	0
1315	79	2000
1316	119	5000
1316	14	5000
1316	236	1800
1316	254	6300
1316	32	10000
1317	154	10000
1317	22	6600
1317	40	10000
1317	59	10000
1317	77	1200
1318	117	6600
1318	12	5000
1318	67	1600
1319	134	5000
1319	20	6600
1319	39	5000
1319	57	5000
1319	75	3300
1320	114	10000
1320	150	5700
1320	19	3300
1320	37	5700
1320	55	5400
1320	91	10000
1321	131	0
1321	267	5000
1321	45	10000
1321	81	4200
1322	17	8000
1322	266	0
1322	35	0
1322	53	3600
1323	111	10000
1323	25	5700
1323	43	0
1323	61	4000
1323	9	5000
1323	98	10000
1324	110	6600
1324	15	10000
1324	33	5000
1324	51	5400
1324	8	10000
1325	23	0
1325	7	10000
1325	78	10000
1325	96	0
1326	127	6000
1326	13	2000
1326	31	0
1326	6	0
1326	86	5000
1327	126	6600
1327	21	10000
1327	5	0
1327	58	7500
1327	76	6600
1328	107	5000
1328	11	8700
1328	143	6600
1328	161	10000
1328	4	10000
1328	84	5000
1329	3	6600
1329	56	10000
1329	74	6600
1329	92	8000
1330	1	6600
1330	104	4200
1330	122	5000
1330	18	5300
1330	54	10000
1330	72	0
1330	90	0
1331	103	7100
1331	121	6600
1331	26	10000
1331	44	10000
1331	62	7500
1331	80	3300
1331	99	6600
1332	102	5000
1332	157	5000
1332	16	10000
1332	201	3300
1332	238	4000
1332	89	6600
1333	101	6600
1333	24	5700
1333	42	0
1333	60	0
1333	79	5000
1334	119	8300
1334	14	6600
1334	236	4700
1334	254	5500
1334	32	0
1334	50	5000
1334	69	10000
1335	22	10000
1335	59	0
1335	77	0
1336	117	6600
1336	12	7500
1336	30	0
1336	67	2500
1336	85	5000
1337	134	0
1337	20	0
1337	39	10000
1337	57	4000
1337	75	4000
1338	10	6600
1338	115	2500
1338	133	6000
1338	29	5000
1338	412	3300
1338	83	0
1339	114	5000
1339	150	2500
1339	19	5000
1339	37	6600
1339	55	2000
1339	91	2000
1340	112	5000
1340	17	5000
1340	266	10000
1340	35	8000
1340	53	5000
1341	25	5000
1341	43	6600
1341	61	3700
1341	9	0
1341	98	0
1342	110	10000
1342	15	4000
1342	33	5000
1342	51	4100
1342	8	5000
1343	23	5000
1343	41	2800
1343	7	3300
1343	78	5000
1343	96	10000
1344	127	0
1344	13	6600
1344	31	10000
1344	86	0
1345	126	10000
1345	21	4000
1345	5	2500
1345	58	2200
1345	76	2500
1346	107	6600
1346	11	3300
1346	143	0
1346	161	5000
1346	4	0
1346	84	5000
1347	106	0
1347	3	10000
1347	38	10000
1347	56	5000
1347	74	6000
1347	92	3300
1348	105	4000
1348	2	0
1348	222	7500
1348	64	3300
1349	1	5000
1349	104	0
1349	122	5000
1349	18	6600
1349	36	0
1349	54	3300
1349	72	5000
1349	90	7500
1350	102	4200
1350	120	5000
1350	157	4200
1350	16	3300
1350	201	4000
1350	238	2700
1350	34	0
1350	89	6400
1351	101	0
1351	24	6000
1351	42	10000
1351	60	10000
1351	79	5000
1352	119	0
1352	14	10000
1352	236	3300
1352	254	5000
1352	32	6000
1352	50	10000
1352	69	0
1353	154	10000
1353	22	6000
1353	40	3300
1353	59	3300
1353	77	4000
1354	117	2800
1354	12	4400
1354	30	0
1354	67	1100
1354	85	10000
1355	134	3300
1355	39	6600
1355	57	6600
1355	75	0
1356	10	10000
1356	115	5000
1356	133	3300
1356	29	10000
1356	412	6000
1356	83	0
1357	114	6600
1357	150	0
1357	19	7500
1357	37	5000
1357	55	6600
1357	91	10000
1358	113	6600
1358	267	6000
1358	27	10000
1358	45	6600
1358	63	0
1358	81	10000
1359	112	0
1359	17	0
1359	266	10000
1359	35	5000
1359	53	7500
1360	110	5000
1360	15	6600
1360	33	0
1360	51	2600
1360	8	5000
1361	23	0
1361	41	5000
1361	96	3300
1362	127	10000
1362	13	6000
1362	31	10000
1362	6	10000
1362	86	7500
1363	21	4000
1363	5	10000
1363	58	10000
1363	76	3300
1364	107	4000
1364	11	8000
1364	143	6600
1364	161	10000
1364	4	0
1364	48	0
1364	84	5000
1365	106	6600
1365	3	10000
1365	92	8300
1366	105	5000
1366	2	6000
1366	222	3000
1366	28	3300
1366	64	2500
1367	1	4000
1367	104	10000
1367	122	5000
1367	18	2100
1367	36	2500
1367	54	0
1367	72	10000
1367	90	0
1368	103	3300
1368	121	2000
1368	26	5000
1368	44	5000
1368	62	6000
1368	80	10000
1368	99	5000
1369	102	5000
1369	120	10000
1369	157	4000
1369	16	0
1369	201	6200
1369	238	4200
1369	89	5000
1370	119	0
1370	236	5800
1370	254	2800
1370	32	10000
1370	50	6600
1371	154	0
1371	22	5700
1371	40	6600
1371	59	5000
1371	77	5000
1372	117	5000
1372	12	6600
1372	30	6600
1372	67	5700
1372	85	0
1373	134	6600
1373	20	2500
1373	39	0
1373	57	10000
1373	75	10000
1374	10	10000
1374	115	2500
1374	133	4000
1374	29	6600
1374	412	4300
1375	114	0
1375	150	0
1375	19	10000
1375	37	7100
1375	55	10000
1375	91	10000
1376	131	3300
1376	267	7000
1376	27	0
1376	45	0
1376	63	5000
1376	81	8300
1377	112	0
1377	17	0
1377	35	0
1377	53	5000
1378	111	5000
1378	25	5000
1378	43	6600
1378	61	10000
1378	9	2500
1378	98	2500
1379	110	10000
1379	15	5000
1379	33	0
1379	51	4000
1379	8	3300
1380	127	6000
1380	13	3300
1380	31	5000
1380	6	10000
1380	86	10000
1381	126	6600
1381	21	0
1381	5	6600
1381	58	6000
1381	76	5700
1382	107	10000
1382	11	5700
1382	143	0
1382	161	10000
1382	4	10000
1382	48	0
1382	84	5000
